DataZone,InterZone,MMWard,ROAL,SPConst,UKPConst,CHP,Council,ROAC,HB,CTRY
S01002836,S02000542,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002837,S02000543,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002838,S02000541,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002839,S02000543,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002840,S02000544,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002841,S02000542,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002842,S02000543,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002843,S02000543,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002844,S02000545,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002845,S02000546,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002846,S02000550,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002847,S02000544,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002848,S02000544,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002849,S02000544,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002850,S02000546,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002851,S02000564,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002852,S02000547,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002853,S02000546,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002854,S02000547,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002855,S02000547,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002856,S02000546,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002857,S02000550,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002858,S02000544,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002859,S02000547,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002860,S02000548,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002861,S02000548,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002862,S02000548,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002863,S02000547,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002864,S02000546,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002865,S02000545,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002866,S02000549,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002867,S02000551,S13002631,S06000068,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002868,S02000549,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002869,S02000548,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002870,S02000551,S13002632,S06000068,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002871,S02000550,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002872,S02000545,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002873,S02000548,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002874,S02000553,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002875,S02000553,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002876,S02000549,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002877,S02000553,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002878,S02000551,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002879,S02000548,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002880,S02000550,S13002633,S06000071,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002881,S02000566,S13002639,S06000071,S16000129,S14000049,S03000008,S12000015,S05000014,S08000018,S92000003
S01002882,S02000552,S13002639,S06000071,S16000129,S14000049,S03000008,S12000015,S05000014,S08000018,S92000003
S01002883,S02000545,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002884,S02000554,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002885,S02000550,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002886,S02000552,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002887,S02000552,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002888,S02000564,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002889,S02000553,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002890,S02000553,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002891,S02000554,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002892,S02000552,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002893,S02000554,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002894,S02000566,S13002639,S06000071,S16000129,S14000049,S03000008,S12000015,S05000014,S08000018,S92000003
S01002895,S02000555,S13002639,S06000071,S16000129,S14000049,S03000008,S12000015,S05000014,S08000018,S92000003
S01002896,S02000554,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002897,S02000555,S13002639,S06000071,S16000129,S14000049,S03000008,S12000015,S05000014,S08000018,S92000003
S01002898,S02000562,S13002632,S06000071,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002899,S02000562,S13002632,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002900,S02000553,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002901,S02000555,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002902,S02000558,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002903,S02000551,S13002632,S06000068,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002904,S02000562,S13002632,S06000071,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002905,S02000551,S13002632,S06000068,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002906,S02000556,S13002632,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002907,S02000562,S13002632,S06000071,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002908,S02000566,S13002639,S06000071,S16000129,S14000049,S03000008,S12000015,S05000014,S08000018,S92000003
S01002909,S02000557,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002910,S02000555,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002911,S02000557,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002912,S02000561,S13002632,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002913,S02000561,S13002632,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002914,S02000556,S13002632,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002915,S02000556,S13002632,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002916,S02000557,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002917,S02000558,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002918,S02000563,S13002639,S06000071,S16000129,S14000049,S03000008,S12000015,S05000014,S08000018,S92000003
S01002919,S02000560,S13002632,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002920,S02000558,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002921,S02000563,S13002639,S06000071,S16000129,S14000049,S03000008,S12000015,S05000014,S08000018,S92000003
S01002922,S02000557,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002923,S02000558,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002924,S02000564,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002925,S02000559,S13002632,S06000071,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002926,S02000560,S13002632,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002927,S02000559,S13002632,S06000071,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002928,S02000563,S13002639,S06000071,S16000129,S14000049,S03000008,S12000015,S05000014,S08000018,S92000003
S01002929,S02000557,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002930,S02000559,S13002632,S06000071,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002931,S02000557,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002932,S02000561,S13002632,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002933,S02000565,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002934,S02000560,S13002632,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002935,S02000561,S13002632,S06000068,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002936,S02000559,S13002632,S06000071,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002937,S02000565,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002938,S02000565,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002939,S02000562,S13002632,S06000071,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002940,S02000565,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002941,S02000563,S13002639,S06000071,S16000129,S14000049,S03000008,S12000015,S05000014,S08000018,S92000003
S01002942,S02000564,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002943,S02000567,S13002634,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002944,S02000565,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002945,S02000567,S13002634,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002946,S02000566,S13002639,S06000071,S16000129,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002947,S02000567,S13002634,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002948,S02000567,S13002634,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002949,S02000564,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002950,S02000568,S13002634,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002951,S02000569,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002952,S02000568,S13002634,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002953,S02000569,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002954,S02000570,S13002634,S06000068,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002955,S02000568,S13002634,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002956,S02000568,S13002634,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002957,S02000570,S13002634,S06000068,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002958,S02000571,S13002637,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002959,S02000571,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002960,S02000571,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002961,S02000570,S13002634,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002962,S02000573,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002963,S02000570,S13002634,S06000068,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002964,S02000569,S13002637,S06000028,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
S01002965,S02000568,S13002634,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002966,S02000573,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002967,S02000570,S13002634,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002968,S02000572,S13002636,S06000028,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
S01002969,S02000574,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002970,S02000573,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002971,S02000574,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002972,S02000575,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002973,S02000573,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002974,S02000573,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002975,S02000575,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002976,S02000575,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002977,S02000574,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002978,S02000574,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002979,S02000575,S13002638,S06000071,S16000134,S14000049,S03000007,S12000015,S05000014,S08000018,S92000003
S01002980,S02000576,S13002636,S06000028,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
S01002981,S02000572,S13002636,S06000028,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
S01002982,S02000572,S13002636,S06000028,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
S01002983,S02000576,S13002636,S06000028,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
S01002984,S02000576,S13002636,S06000028,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
S01002985,S02000572,S13002636,S06000028,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
S01002986,S02000576,S13002636,S06000028,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
S01002987,S02000576,S13002636,S06000028,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
S01002988,S02000571,S13002638,S06000030,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
S01002989,S02000577,S13002636,S06000028,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
S01002990,S02000577,S13002636,S06000028,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
S01002991,S02000578,S13002636,S06000028,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
S01002992,S02000572,S13002636,S06000028,S16000134,S14000049,S03000007,S12000015,S05000007,S08000018,S92000003
