DataZone,InterZone,MMWard,ROAL,SPConst,UKPConst,CHP,Council,ROAC,HB,CTRY
S01001291,S02000234,S13002560,S06000044,S16000087,S14000006,S03000001,S12000008,S05000008,S08000015,S92000003
S01001292,S02000234,S13002560,S06000044,S16000087,S14000006,S03000001,S12000008,S05000008,S08000015,S92000003
S01001293,S02000234,S13002560,S06000034,S16000087,S14000006,S03000001,S12000008,S05000008,S08000015,S92000003
S01001294,S02000234,S13002560,S06000034,S16000087,S14000006,S03000001,S12000008,S05000008,S08000015,S92000003
S01001295,S02000236,S13002560,S06000034,S16000087,S14000006,S03000001,S12000008,S05000008,S08000015,S92000003
S01001296,S02000234,S13002560,S06000034,S16000087,S14000006,S03000001,S12000008,S05000008,S08000015,S92000003
S01001297,S02000234,S13002560,S06000034,S16000087,S14000006,S03000001,S12000008,S05000008,S08000015,S92000003
S01001298,S02000236,S13002560,S06000034,S16000087,S14000006,S03000001,S12000008,S05000008,S08000015,S92000003
S01001299,S02000236,S13002560,S06000034,S16000087,S14000006,S03000001,S12000008,S05000008,S08000015,S92000003
S01001300,S02000237,S13002560,S06000034,S16000087,S14000006,S03000001,S12000008,S05000008,S08000015,S92000003
S01001301,S02000237,S13002559,S06000042,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001302,S02000236,S13002560,S06000034,S16000087,S14000006,S03000001,S12000008,S05000008,S08000015,S92000003
S01001303,S02000236,S13002560,S06000034,S16000087,S14000006,S03000001,S12000008,S05000008,S08000015,S92000003
S01001304,S02000235,S13002561,S06000048,S16000087,S14000006,S03000001,S12000008,S05000008,S08000015,S92000003
S01001305,S02000235,S13002560,S06000048,S16000087,S14000006,S03000001,S12000008,S05000008,S08000015,S92000003
S01001306,S02000237,S13002559,S06000042,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001307,S02000238,S13002559,S06000031,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001308,S02000238,S13002559,S06000031,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001309,S02000238,S13002559,S06000031,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001310,S02000238,S13002559,S06000031,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001311,S02000235,S13002559,S06000033,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001312,S02000235,S13002559,S06000033,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001313,S02000235,S13002559,S06000033,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001314,S02000239,S13002559,S06000033,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001315,S02000239,S13002559,S06000033,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001316,S02000237,S13002559,S06000043,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001317,S02000239,S13002559,S06000033,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001318,S02000239,S13002559,S06000033,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001319,S02000237,S13002559,S06000043,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001320,S02000239,S13002559,S06000033,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001321,S02000235,S13002559,S06000033,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001322,S02000237,S13002559,S06000033,S16000087,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001323,S02000240,S13002557,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001324,S02000240,S13002557,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001325,S02000240,S13002557,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001326,S02000241,S13002557,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001327,S02000240,S13002557,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001328,S02000240,S13002557,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001329,S02000240,S13002557,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001330,S02000243,S13002557,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001331,S02000241,S13002557,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001332,S02000241,S13002557,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001333,S02000243,S13002557,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001334,S02000244,S13002556,S06000039,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001335,S02000241,S13002557,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001336,S02000241,S13002557,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001337,S02000242,S13002558,S06000038,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001338,S02000242,S13002558,S06000038,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001339,S02000242,S13002558,S06000038,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001340,S02000244,S13002556,S06000039,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001341,S02000244,S13002556,S06000039,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001342,S02000244,S13002556,S06000039,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001343,S02000242,S13002558,S06000038,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001344,S02000242,S13002558,S06000046,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001345,S02000242,S13002558,S06000038,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001346,S02000245,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001347,S02000245,S13002555,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001348,S02000243,S13002557,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001349,S02000244,S13002558,S06000039,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001350,S02000246,S13002558,S06000046,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001351,S02000245,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001352,S02000244,S13002556,S06000039,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001353,S02000245,S13002555,S06000041,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001354,S02000246,S13002558,S06000046,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001355,S02000246,S13002558,S06000046,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001356,S02000245,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001357,S02000243,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001358,S02000247,S13002558,S06000046,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001359,S02000245,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001360,S02000247,S13002558,S06000046,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001361,S02000248,S13002556,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001362,S02000248,S13002556,S06000039,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001363,S02000248,S13002556,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001364,S02000246,S13002558,S06000046,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001365,S02000244,S13002556,S06000039,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001366,S02000245,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001367,S02000248,S13002556,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001368,S02000257,S13002558,S06000046,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001369,S02000247,S13002558,S06000046,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001370,S02000248,S13002556,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001371,S02000250,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001372,S02000249,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001373,S02000249,S13002555,S06000095,S16000126,S14000040,S03000001,S12000008,S05000019,S08000015,S92000003
S01001374,S02000251,S13002556,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001375,S02000247,S13002558,S06000046,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001376,S02000250,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001377,S02000251,S13002556,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001378,S02000250,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001379,S02000249,S13002555,S06000095,S16000126,S14000040,S03000001,S12000008,S05000019,S08000015,S92000003
S01001380,S02000250,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001381,S02000251,S13002556,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001382,S02000252,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001383,S02000249,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001384,S02000251,S13002556,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001385,S02000250,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001386,S02000252,S13002555,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001387,S02000253,S13002556,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001388,S02000252,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001389,S02000253,S13002556,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001390,S02000253,S13002556,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001391,S02000253,S13002556,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001392,S02000252,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001393,S02000255,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001394,S02000252,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001395,S02000253,S13002556,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001396,S02000254,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001397,S02000254,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001398,S02000255,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001399,S02000254,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001400,S02000254,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001401,S02000254,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001402,S02000255,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001403,S02000255,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001404,S02000255,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001405,S02000255,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001406,S02000256,S13002554,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001407,S02000256,S13002553,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001408,S02000256,S13002553,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001409,S02000256,S13002553,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001410,S02000257,S13002558,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001411,S02000257,S13002558,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001412,S02000258,S13002553,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001413,S02000259,S13002553,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001414,S02000258,S13002553,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001415,S02000259,S13002553,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001416,S02000259,S13002553,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001417,S02000258,S13002553,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001418,S02000259,S13002553,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001419,S02000259,S13002553,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001420,S02000257,S13002553,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001421,S02000257,S13002553,S06000040,S16000126,S14000040,S03000001,S12000008,S05000008,S08000015,S92000003
S01001422,S02000257,S13002553,S06000096,S16000126,S14000040,S03000001,S12000008,S05000019,S08000015,S92000003
S01001423,S02000264,S13002833,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001424,S02000260,S13002833,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001425,S02000260,S13002833,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001426,S02000260,S13002833,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001427,S02000261,S13002833,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001428,S02000260,S13002833,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001429,S02000260,S13002833,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001430,S02000264,S13002566,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001431,S02000261,S13002833,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001432,S02000261,S13002833,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001433,S02000262,S13002833,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001434,S02000262,S13002833,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001435,S02000264,S13002566,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001436,S02000263,S13002564,S06000073,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001437,S02000262,S13002833,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001438,S02000263,S13002564,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001439,S02000264,S13002566,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001440,S02000265,S13002564,S06000073,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001441,S02000264,S13002566,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001442,S02000262,S13002833,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001443,S02000265,S13002564,S06000073,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001444,S02000262,S13002833,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001445,S02000263,S13002564,S06000073,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001446,S02000268,S13002566,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001447,S02000263,S13002564,S06000073,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001448,S02000264,S13002566,S06000082,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001449,S02000266,S13002564,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001450,S02000268,S13002566,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001451,S02000266,S13002564,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001452,S02000266,S13002564,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001453,S02000267,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001454,S02000265,S13002564,S06000073,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001455,S02000268,S13002566,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001456,S02000269,S13002564,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001457,S02000267,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001458,S02000268,S13002566,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001459,S02000269,S13002564,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001460,S02000268,S13002566,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001461,S02000268,S13002566,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001462,S02000269,S13002564,S06000073,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001463,S02000268,S13002566,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001464,S02000267,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001465,S02000271,S13002564,S06000073,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001466,S02000266,S13002564,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001467,S02000267,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001468,S02000264,S13002566,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001469,S02000269,S13002564,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001470,S02000271,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001471,S02000270,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001472,S02000270,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001473,S02000272,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001474,S02000270,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001475,S02000273,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001476,S02000271,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001477,S02000270,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001478,S02000270,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001479,S02000270,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001480,S02000275,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001481,S02000271,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001482,S02000271,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001483,S02000272,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001484,S02000273,S13002563,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001485,S02000274,S13002569,S06000050,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001486,S02000272,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001487,S02000270,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001488,S02000276,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001489,S02000276,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001490,S02000275,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001491,S02000273,S13002563,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001492,S02000274,S13002569,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001493,S02000275,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001494,S02000275,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001495,S02000273,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001496,S02000272,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001497,S02000281,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001498,S02000276,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001499,S02000278,S13002566,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001500,S02000277,S13002569,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001501,S02000279,S13002562,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001502,S02000274,S13002569,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001503,S02000274,S13002569,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001504,S02000277,S13002568,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001505,S02000281,S13002565,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001506,S02000281,S13002565,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001507,S02000276,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001508,S02000276,S13002563,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001509,S02000277,S13002569,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001510,S02000281,S13002565,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001511,S02000279,S13002562,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001512,S02000277,S13002569,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001513,S02000277,S13002569,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001514,S02000283,S13002569,S06000050,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001515,S02000279,S13002562,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001516,S02000280,S13002569,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001517,S02000279,S13002562,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001518,S02000284,S13002562,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001519,S02000282,S13002562,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001520,S02000280,S13002569,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001521,S02000279,S13002562,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001522,S02000280,S13002569,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001523,S02000285,S13002562,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001524,S02000280,S13002569,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001525,S02000283,S13002569,S06000050,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001526,S02000285,S13002562,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001527,S02000284,S13002562,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001528,S02000278,S13002566,S06000078,S16000148,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001529,S02000282,S13002562,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001530,S02000284,S13002562,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001531,S02000281,S13002565,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001532,S02000282,S13002562,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001533,S02000282,S13002562,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001534,S02000285,S13002562,S06000073,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001535,S02000278,S13002566,S06000049,S16000148,S14000018,S03000015,S12000045,S05000009,S08000021,S92000003
S01001536,S02000283,S13002569,S06000050,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001537,S02000283,S13002569,S06000050,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001538,S02000284,S13002562,S06000078,S16000089,S14000018,S03000015,S12000045,S05000015,S08000021,S92000003
S01001539,S02000286,S13002565,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001540,S02000285,S13002562,S06000169,S16000089,S14000018,S03000015,S12000045,S05000027,S08000021,S92000003
S01001541,S02000286,S13002565,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001542,S02000286,S13002565,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
S01001543,S02000286,S13002565,S06000049,S16000148,S14000012,S03000015,S12000045,S05000009,S08000021,S92000003
